x;y;track_id_x;track_type;track_id_type;percent_of_track;completion_group;track_id_y;best_strategy;best_bias
866.4442718784472;95.02434520859128;1;1;1_1;0.2727011817474294;3;1_1;SR_0_SM_0;0.38854812993717214
873.0911489051936;94.88609471439054;1;1;1_1;0.2746910966414101;3;1_1;SR_0_SM_0;0.38854812993717214
879.8762764261409;101.39472124693634;1;1;1_1;0.2775052612724459;3;1_1;SR_0_SM_0;0.38854812993717214
886.5231534528872;101.2564707527356;1;1;1_1;0.2794951761664266;3;1_1;SR_0_SM_0;0.38854812993717214
893.1700304796335;101.11822025853483;1;1;1_1;0.28148509106040726;3;1_1;SR_0_SM_0;0.38854812993717214
899.8169075063801;100.9799697643341;1;1;1_1;0.283475005954388;3;1_1;SR_0_SM_0;0.38854812993717214
906.4637845331264;100.84171927013335;1;1;1_1;0.2854649208483688;3;1_1;SR_0_SM_0;0.38854812993717214
913.1106615598728;100.7034687759326;1;1;1_1;0.2874548357423495;3;1_1;SR_0_SM_0;0.38854812993717214
919.89578908082;107.21209530847818;1;1;1_1;0.29026900037338527;3;1_1;SR_0_SM_0;0.38854812993717214
926.5426661075664;107.07384481427744;1;1;1_1;0.29225891526736597;3;1_1;SR_0_SM_0;0.38854812993717214
933.3277936285136;113.582471346823;1;1;1_1;0.2950730798984017;3;1_1;SR_0_SM_0;0.38854812993717214
939.97467065526;113.44422085262228;1;1;1_1;0.2970629947923824;3;1_1;SR_0_SM_0;0.38854812993717214
946.6215476820064;113.30597035842152;1;1;1_1;0.2990529096863631;3;1_1;SR_0_SM_0;0.38854812993717214
953.2684247087528;113.16771986422076;1;1;1_1;0.30104282458034387;4;1_1;SR_1_SM_1;0.6051224760815409
959.9153017354994;113.02946937002002;1;1;1_1;0.30303273947432463;4;1_1;SR_1_SM_1;0.6051224760815409
966.7004292564465;119.5380959025656;1;1;1_1;0.3058469041053603;4;1_1;SR_1_SM_1;0.6051224760815409
973.3473062831928;119.39984540836484;1;1;1_1;0.307836818999341;4;1_1;SR_1_SM_1;0.6051224760815409
979.9941833099392;119.2615949141641;1;1;1_1;0.30982673389332177;4;1_1;SR_1_SM_1;0.6051224760815409
986.7793108308864;125.77022144670968;1;1;1_1;0.3126408985243575;4;1_1;SR_1_SM_1;0.6051224760815409
